A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,47,1667592445711,"{""rt"": 6784, ""stimulus"": [""output/left_forward_vis_short_audio_high_mat_3_10.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_medium_audio_low_mat_5_4.mp4""], ""delta_aspeed"": 2, ""delta_vspeed"": -1, ""trial_type"": ""video-button-response"", ""trial_index"": 45, ""time_elapsed"": 458577, ""internal_node_id"": ""0.0-1.0-0.44""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,48,1667592451731,"{""rt"": 6017, ""stimulus"": [""output/left_forward_vis_long_audio_medium_mat_3_7.mp4""], ""response"": 1, ""stimulus2"": [""output/right_forward_vis_short_audio_high_mat_3_15.mp4""], ""delta_aspeed"": -1, ""delta_vspeed"": 2, ""trial_type"": ""video-button-response"", ""trial_index"": 46, ""time_elapsed"": 464597, ""internal_node_id"": ""0.0-1.0-0.45""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,49,1667592458441,"{""rt"": 6707, ""stimulus"": [""output/left_backward_vis_long_audio_high_mat_1_10.mp4""], ""response"": 1, ""stimulus2"": [""output/right_forward_vis_short_audio_medium_mat_5_14.mp4""], ""delta_aspeed"": 1, ""delta_vspeed"": 2, ""trial_type"": ""video-button-response"", ""trial_index"": 47, ""time_elapsed"": 471307, ""internal_node_id"": ""0.0-1.0-0.46""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,50,1667592464481,"{""rt"": 6036, ""stimulus"": [""output/left_backward_vis_short_audio_medium_mat_1_2.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_long_audio_high_mat_3_5.mp4""], ""delta_aspeed"": -1, ""delta_vspeed"": -2, ""trial_type"": ""video-button-response"", ""trial_index"": 48, ""time_elapsed"": 477346, ""internal_node_id"": ""0.0-1.0-0.47""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,51,1667592477714,"{""rt"": 13230, ""stimulus"": [""output/left_backward_vis_short_audio_low_mat_1_15.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_long_audio_medium_mat_5_2.mp4""], ""delta_aspeed"": -1, ""delta_vspeed"": -2, ""trial_type"": ""video-button-response"", ""trial_index"": 49, ""time_elapsed"": 490580, ""internal_node_id"": ""0.0-1.0-0.48""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,52,1667592484242,"{""rt"": 6525, ""stimulus"": [""output/control_trials/left_visual_medium_flat_backward_008_music.mp4""], ""response"": 0, ""stimulus2"": [""output/control_trials/right_visual_short_flat_backward_004_music.mp4""], ""delta_aspeed"": 10000, ""delta_vspeed"": 1, ""trial_type"": ""video-button-response"", ""trial_index"": 50, ""time_elapsed"": 497108, ""internal_node_id"": ""0.0-1.0-0.49""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,53,1667592491231,"{""rt"": 6986, ""stimulus"": [""output/left_forward_vis_short_audio_medium_mat_5_14.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_medium_audio_medium_mat_5_8.mp4""], ""delta_aspeed"": 0, ""delta_vspeed"": -1, ""trial_type"": ""video-button-response"", ""trial_index"": 51, ""time_elapsed"": 504097, ""internal_node_id"": ""0.0-1.0-0.50""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,54,1667592497730,"{""rt"": 6496, ""stimulus"": [""output/left_forward_vis_short_audio_medium_mat_1_5.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_long_audio_medium_mat_5_5.mp4""], ""delta_aspeed"": 0, ""delta_vspeed"": -2, ""trial_type"": ""video-button-response"", ""trial_index"": 52, ""time_elapsed"": 510596, ""internal_node_id"": ""0.0-1.0-0.51""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,55,1667592511990,"{""rt"": 14256, ""stimulus"": [""output/left_forward_vis_medium_audio_medium_mat_1_1.mp4""], ""response"": 1, ""stimulus2"": [""output/right_backward_vis_long_audio_medium_mat_3_6.mp4""], ""delta_aspeed"": 0, ""delta_vspeed"": -1, ""trial_type"": ""video-button-response"", ""trial_index"": 53, ""time_elapsed"": 524856, ""internal_node_id"": ""0.0-1.0-0.52""}"
A3RCCK8MEA6I3H:3HYA4D452SR28UFUDFXW514AEW9F26,56,1667592541310,"{""rt"": 29317, ""stimulus"": [""output/left_backward_vis_short_audio_medium_mat_3_12.mp4""], ""response"": 0, ""stimulus2"": [""output/right_backward_vis_long_audio_low_mat_1_14.mp4""], ""delta_aspeed"": 1, ""delta_vspeed"": -2, ""trial_type"": ""video-button-response"", ""trial_index"": 54, ""time_elapsed"": 554176, ""internal_node_id"": ""0.0-1.0-0.53""}"
